Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,LotFrontage,ExterQual,KitchenQual,BsmtQual,SaleCondition,MoSold,YrSold,SalePrice
1215,Sawyer,TwnhsE,2Story,7,6,1906,1940,1169,723,581,467,3,2,1,6,3,676,10219,132,Gd,TA,Gd,Normal,4,2010,446337
1138,SawyerW,1Fam,1Story,8,7,1928,1948,1967,1743,1312,0,3,2,1,8,1,196,15184,39,Gd,TA,NA,Normal,9,2010,444323
1366,Timber,TwnhsE,2Story,8,5,1914,1929,1239,554,651,495,3,1,1,5,2,529,6194,67,Gd,Gd,TA,Normal,12,2010,578694
655,NWAmes,1Fam,1.5Fin,6,8,1998,2010,823,455,335,0,1,2,0,5,3,808,9013,44,TA,Gd,Gd,Normal,4,2006,491716
989,ClearCr,1Fam,2Story,8,6,1905,1924,1097,508,710,438,3,2,2,8,1,234,6787,20,TA,TA,Po,Normal,11,2009,318077
244,Blmngtn,1Fam,2Story,8,5,1892,1904,1075,632,504,430,3,2,1,7,0,0,11023,124,TA,TA,TA,Abnorml,5,2006,349856
1343,Landmrk,Twnhs,1Story,8,7,1907,1913,1370,538,716,0,1,2,0,5,2,400,14650,74,TA,TA,TA,Normal,4,2010,332931
1058,Gilbert,1Fam,2Story,9,1,1993,2010,1491,730,961,596,4,3,0,9,0,0,5984,64,Gd,Gd,Gd,Normal,6,2007,567938
1419,NWAmes,1Fam,1Story,10,7,2000,2010,1353,1122,599,0,3,2,0,8,3,606,8730,99,Gd,Ex,TA,Normal,9,2010,755000
1024,BrDale,1Fam,1Story,6,4,2003,2010,1992,777,887,0,3,1,0,6,3,684,7792,64,Gd,Po,Gd,Normal,2,2008,466574
811,BrDale,1Fam,1Story,7,4,1997,2008,2052,1577,1206,0,3,2,0,7,2,462,9477,108,TA,Gd,Gd,Partial,8,2008,499218
1385,Blueste,1Fam,1.5Fin,9,8,1920,1954,699,514,413,0,2,3,1,7,2,398,12440,57,TA,TA,Fa,Normal,7,2009,322979
627,SawyerW,1Fam,1Story,8,6,1983,1984,1572,1081,938,0,2,1,0,4,1,159,6904,49,TA,Fa,TA,Normal,5,2007,522794
814,MeadowV,1Fam,2Story,9,5,1937,1972,1311,667,813,524,3,1,1,6,1,258,9575,55,TA,Gd,Gd,Normal,2,2006,419934
840,SWISU,1Fam,1.5Fin,4,6,1907,1924,1413,503,614,0,3,2,1,6,1,246,13288,63,Gd,Gd,Gd,Normal,11,2009,343120
371,StoneBr,2fmCon,1Story,7,6,1957,1979,1177,562,675,0,3,1,0,7,2,456,5961,77,Gd,Gd,Gd,Alloca,2,2008,755000
55,NPkVill,1Fam,1Story,4,6,1898,1931,1246,425,520,0,2,2,0,7,1,235,18333,46,Gd,Gd,TA,Normal,4,2009,247388
535,OldTown,1Fam,SFoyer,6,5,1904,1932,1747,1384,960,0,3,1,1,6,2,685,8397,78,Gd,Ex,Gd,Normal,10,2007,471347
786,MeadowV,1Fam,1.5Fin,10,5,1904,1939,1515,730,781,0,3,2,1,7,2,617,7783,76,Ex,TA,Gd,Normal,10,2009,624675
313,NoRidge,TwnhsE,1Story,7,3,1951,1959,1508,946,951,0,2,2,1,7,2,429,4509,63,TA,TA,Gd,Normal,7,2007,755000
1175,SWISU,1Fam,1Story,9,6,1913,1914,1174,910,814,0,3,2,0,6,1,218,3944,79,TA,TA,Gd,Normal,2,2008,426841
110,StoneBr,1Fam,2Story,8,7,1952,1964,1740,1428,1150,696,3,2,0,8,2,485,6233,109,TA,Gd,TA,Normal,6,2008,755000
431,Timber,1Fam,1Story,6,6,1876,1879,696,292,416,0,3,2,0,6,1,246,11813,74,Gd,TA,Gd,Abnorml,2,2006,379941
101,NoRidge,1Fam,1Story,6,6,1978,1979,1797,1167,761,0,2,2,1,5,1,175,19175,67,Ex,TA,TA,Abnorml,11,2009,755000
514,Landmrk,1Fam,1Story,6,6,1900,1917,1499,450,873,0,2,2,0,7,1,177,6640,75,TA,TA,Gd,Alloca,9,2007,299985
1191,NridgHt,1Fam,2Story,10,6,1980,2010,1637,1263,867,654,3,1,2,6,2,341,11861,63,TA,TA,Gd,Normal,9,2009,755000
267,Sawyer,1Fam,1Story,8,6,1992,2005,1370,1014,685,0,4,2,1,9,1,208,6512,37,Gd,TA,Ex,Abnorml,5,2009,710466
1291,Gilbert,1Fam,1Story,9,5,1959,1989,1266,536,585,0,2,2,0,5,1,191,11540,87,Ex,Gd,TA,Normal,7,2008,634414
297,Edwards,2fmCon,1Story,4,6,1968,2000,1029,405,705,0,1,1,0,4,2,387,7824,51,Gd,TA,TA,Normal,10,2009,259110
507,MeadowV,1Fam,2Story,7,5,1888,1921,1691,1099,734,676,4,2,1,8,1,236,6659,90,Gd,Gd,Gd,Normal,4,2006,375771
902,NoRidge,1Fam,1Story,7,5,1880,1919,1179,567,508,0,2,2,0,6,2,219,8203,96,TA,TA,Fa,Abnorml,2,2008,425236
810,StoneBr,1Fam,2Story,6,7,1875,1877,1274,874,794,509,3,1,0,7,3,703,7989,73,Gd,TA,Gd,Normal,1,2006,610526
378,NoRidge,1Fam,1Story,8,6,1957,1976,1889,1652,1007,0,2,1,0,6,1,230,12062,55,TA,Gd,TA,Normal,7,2008,755000
287,SawyerW,1Fam,1.5Fin,5,6,1885,1896,846,718,442,0,3,3,0,8,1,220,9223,33,Ex,Gd,Gd,Partial,10,2007,335003
1401,Veenker,TwnhsE,2Story,8,7,1880,1890,1485,570,762,594,3,3,1,8,2,367,10268,85,Fa,Ex,Gd,Normal,10,2007,449901
1049,Landmrk,TwnhsE,2Story,8,5,1997,2010,1321,992,681,528,4,3,0,9,1,100,14897,94,TA,Gd,Gd,Normal,1,2007,415744
127,BrkSide,1Fam,1Story,8,8,1953,1975,1216,524,828,0,2,2,1,5,2,465,23868,51,TA,TA,Gd,Normal,4,2010,470921
619,Edwards,Duplex,2Story,9,3,1879,1899,1441,1156,817,576,3,2,0,8,0,0,10179,54,TA,Gd,Gd,Normal,6,2009,364225
293,BrkSide,1Fam,1Story,8,6,1963,1993,2301,929,1399,0,4,2,1,7,1,236,9189,101,TA,TA,TA,Normal,5,2008,488329
528,Crawfor,1Fam,2Story,6,5,1878,1883,1525,1232,657,610,5,2,0,10,1,254,7714,78,Gd,Ex,Gd,Normal,12,2008,463652
1256,NWAmes,1Fam,SLvl,4,6,1879,1890,1392,976,725,0,2,3,0,6,3,572,8594,20,Ex,TA,Ex,Normal,9,2007,483884
483,NWAmes,1Fam,SLvl,4,6,1983,1991,1220,534,738,0,2,1,0,6,2,653,18574,66,TA,Gd,TA,Normal,1,2007,368976
356,SWISU,2fmCon,1.5Fin,5,5,1888,1923,1549,1200,759,0,3,2,1,6,2,440,3908,63,Gd,TA,TA,Normal,9,2008,358148
171,Blueste,1Fam,1Story,10,7,1932,1936,1238,511,788,0,3,2,0,7,2,348,13943,32,Gd,TA,Gd,Normal,3,2009,558157
1196,Landmrk,1Fam,1Story,5,7,1986,2010,1653,1029,1100,0,3,3,1,9,2,257,10413,62,TA,TA,TA,Normal,7,2008,328690
662,BrDale,1Fam,1.5Fin,8,4,2010,2010,1488,858,712,0,5,1,1,7,1,204,10041,65,TA,Gd,Gd,Normal,6,2007,393631
1235,SWISU,2fmCon,1Story,7,6,2002,2010,1784,1339,939,0,2,2,1,5,3,675,7092,132,Gd,Gd,TA,Partial,6,2007,572357
210,Veenker,1Fam,1.5Fin,8,8,1984,1990,1442,847,978,0,3,2,0,7,2,595,15810,86,Gd,TA,NA,Normal,3,2010,455459
486,MeadowV,1Fam,1.5Fin,8,5,1991,2007,1415,947,590,0,2,2,0,6,2,391,21218,99,Gd,Fa,Gd,Normal,4,2007,542360
141,BrDale,1Fam,1Story,9,6,1979,2005,869,566,574,0,3,2,0,7,2,454,15625,39,Gd,Gd,Gd,Normal,5,2009,473682
1190,Sawyer,1Fam,2Story,10,5,2006,2010,1990,1756,1053,796,3,2,0,8,2,411,6628,84,TA,TA,TA,Normal,9,2009,658005
944,BrkSide,1Fam,1Story,10,6,1939,1948,1375,803,741,0,3,2,0,6,2,305,28762,61,Gd,TA,NA,Normal,7,2007,340351
622,Somerst,1Fam,1.5Fin,7,6,1912,1914,1409,488,621,0,4,2,0,8,2,367,7922,57,Gd,TA,TA,Normal,7,2009,541986
1158,Landmrk,1Fam,1Story,9,8,1941,1970,1629,1086,840,0,2,1,0,4,1,196,13502,69,TA,Gd,Ex,Normal,1,2010,579470
1323,Landmrk,Duplex,2Story,8,6,2005,2010,1418,562,639,567,3,3,0,8,2,571,6370,104,Gd,TA,Ex,Normal,10,2007,670217
705,NridgHt,1Fam,1Story,6,6,1895,1926,1263,977,574,0,3,1,0,5,3,664,4662,101,Ex,Gd,Ex,Partial,10,2009,755000
1324,Somerst,1Fam,1Story,6,7,1897,1907,1117,759,591,0,2,2,0,6,1,175,11392,20,TA,TA,Gd,Normal,5,2008,400367
200,Edwards,1Fam,1Story,8,7,1991,1996,1352,1179,587,0,3,2,1,6,2,362,4933,93,TA,TA,Gd,Normal,7,2009,532376
494,Veenker,1Fam,1Story,6,6,1909,1916,1355,1184,777,0,3,2,0,8,0,0,19368,84,TA,TA,TA,Normal,10,2007,428901
665,StoneBr,Duplex,1Story,8,4,2006,2008,1772,1021,1079,0,4,2,1,8,3,714,21270,50,TA,TA,TA,Partial,9,2006,755000
1340,NoRidge,1Fam,1Story,6,6,1901,1906,1104,405,498,0,3,1,1,5,2,390,11779,89,Gd,Ex,Gd,Normal,10,2009,662538
1059,SawyerW,1Fam,1Story,3,6,1949,1988,926,633,625,0,2,2,1,6,2,474,9129,71,TA,Gd,TA,Normal,5,2010,241025
1188,NridgHt,1Fam,1Story,8,9,1896,1899,1426,632,753,0,3,1,0,5,1,163,10722,90,Gd,Po,Fa,Partial,10,2009,573416
11,NoRidge,1Fam,2Story,6,5,1917,1935,835,358,459,334,5,2,0,10,2,424,16534,95,Gd,Gd,Gd,Partial,12,2010,583971
148,Mitchel,1Fam,SLvl,9,8,1930,1968,1439,682,754,0,5,2,1,9,2,466,20390,37,Gd,Gd,TA,Partial,4,2007,642512
765,NoRidge,1Fam,2Story,7,6,1923,1945,1416,1032,678,566,3,1,0,5,4,713,5575,68,Gd,TA,Gd,Normal,4,2008,755000
283,Blmngtn,1Fam,1Story,7,1,1928,1950,491,374,277,0,3,2,1,8,2,428,5487,90,TA,Gd,TA,Normal,12,2009,263345
299,SWISU,1Fam,2Story,8,6,1893,1907,1784,556,1135,713,3,2,0,6,2,376,3982,26,TA,Gd,Gd,Normal,8,2006,430036
919,OldTown,1Fam,SFoyer,7,9,2003,2009,1961,1170,830,0,3,2,0,7,0,0,6884,88,Gd,Gd,TA,Normal,2,2010,521974
292,NoRidge,1Fam,2Story,9,7,1939,1969,1403,732,799,561,3,2,1,8,2,421,7332,97,TA,TA,Gd,Normal,2,2009,755000
820,CollgCr,1Fam,2Story,6,6,1969,1976,1175,958,715,470,2,2,0,7,2,568,5068,104,TA,Gd,TA,Normal,7,2010,465581
574,SWISU,2fmCon,1.5Fin,8,6,1932,1937,618,358,247,0,2,1,1,4,1,223,4796,76,Gd,Gd,TA,Normal,4,2008,327388
1455,NoRidge,1Fam,2Story,8,5,1991,2010,1029,803,492,411,2,2,1,7,2,470,16368,84,TA,TA,Gd,Abnorml,12,2009,755000
550,Edwards,1Fam,1Story,9,6,1963,1963,1747,1214,706,0,3,1,2,6,2,383,27551,39,TA,Ex,TA,Normal,10,2010,539589
463,OldTown,1Fam,1Story,7,6,1909,1941,1574,798,909,0,3,2,0,7,1,277,5854,55,TA,TA,Gd,Normal,11,2010,354484
130,Mitchel,1Fam,1Story,10,7,1915,1926,1706,1232,855,0,3,1,1,5,2,479,6551,42,Ex,Gd,NA,Normal,8,2008,483629
846,Gilbert,1Fam,1Story,4,2,1941,1958,1461,886,743,0,2,2,0,5,3,653,6297,78,Ex,TA,TA,Normal,12,2010,456943
332,OldTown,1Fam,1Story,7,6,1949,1988,1480,825,928,0,1,3,1,6,1,122,10106,115,TA,Gd,Gd,Family,3,2010,362848
324,Crawfor,1Fam,2Story,8,6,1966,1979,1372,434,751,548,3,2,0,8,3,696,6287,94,Gd,TA,TA,Normal,6,2008,740553
651,StoneBr,1Fam,1Story,7,6,1922,1957,1880,1092,963,0,3,1,0,7,2,393,11279,82,TA,TA,TA,Normal,8,2007,681019
440,StoneBr,1Fam,2Story,6,5,1966,1997,1560,771,964,624,3,2,0,8,2,464,7034,93,Gd,TA,Gd,Partial,7,2008,755000
799,Sawyer,1Fam,1Story,8,4,1934,1937,1158,672,532,0,4,3,0,9,2,457,7146,120,Gd,TA,TA,Normal,12,2010,416203
136,CollgCr,1Fam,SLvl,7,8,1987,1988,1191,520,573,0,4,2,0,7,2,459,12656,56,Gd,TA,TA,Normal,6,2007,637642
1453,Landmrk,1Fam,1Story,9,4,1884,1908,1710,1370,862,0,3,2,0,8,2,430,18885,45,Fa,Gd,Ex,Partial,9,2008,440580
763,ClearCr,1Fam,2Story,8,6,1900,1939,1920,577,883,768,4,1,1,6,2,314,10827,73,TA,Gd,TA,Normal,1,2007,458005
933,BrDale,1Fam,2Story,9,6,1966,1992,1823,1240,1240,729,3,2,1,7,3,620,40937,82,TA,Gd,Gd,Normal,10,2009,524729
436,Sawyer,1Fam,1Story,10,6,1975,1995,1590,717,1065,0,5,2,0,8,2,484,5951,61,TA,Gd,Ex,Normal,8,2006,659089
630,ClearCr,1Fam,2Story,7,7,1897,1916,1662,1142,1003,664,3,2,0,7,2,646,10762,100,Ex,Gd,Gd,Normal,6,2009,755000
1211,NWAmes,1Fam,1Story,7,7,1909,1921,1436,551,936,0,3,2,0,8,2,408,13098,43,Gd,Po,Gd,Normal,6,2009,561314
1119,ClearCr,1Fam,2Story,8,7,1895,1913,2290,1529,1324,916,3,1,1,5,2,469,11658,20,Gd,TA,TA,Normal,1,2007,755000
1085,IDOTRR,1Fam,1Story,6,6,1908,1946,1285,1118,604,0,4,1,1,8,1,173,30427,36,Gd,TA,TA,Family,1,2008,293813
159,ClearCr,1Fam,1Story,5,6,1885,1897,2079,1567,1436,0,5,1,1,7,2,369,20413,95,Gd,TA,NA,Partial,6,2006,306102
968,Crawfor,2fmCon,2Story,6,6,1995,2010,1774,1216,1044,709,3,2,1,8,1,239,20233,120,TA,TA,TA,Normal,8,2006,530317
1260,NPkVill,1Fam,1Story,4,8,1998,2010,1232,666,556,0,3,2,1,7,2,540,17434,69,Gd,TA,TA,Normal,10,2009,420571
552,Landmrk,1Fam,2Story,7,6,1889,1901,1446,1190,803,578,3,1,1,7,2,381,13527,99,TA,TA,TA,Normal,12,2007,341513
498,StoneBr,1Fam,2Story,8,5,1941,1942,1322,732,647,528,3,1,1,5,2,475,17005,20,TA,TA,TA,Normal,1,2009,699068
1032,NPkVill,1Fam,1.5Fin,6,4,1925,1925,1399,733,778,0,3,1,1,7,2,476,15927,81,Gd,TA,Gd,Partial,6,2008,422584
1263,CollgCr,1Fam,2Story,7,8,2005,2006,1808,1452,774,723,3,1,0,5,3,626,9915,56,TA,Ex,NA,Normal,8,2007,416934
1014,NridgHt,1Fam,1Story,8,7,2005,2008,1706,1394,917,0,3,1,2,5,1,241,11748,105,Ex,Gd,Gd,Normal,8,2006,755000
1312,MeadowV,1Fam,2Story,6,4,1996,2008,1662,634,756,664,3,2,1,8,3,811,5798,78,Gd,TA,Ex,Abnorml,8,2009,513503
567,Gilbert,1Fam,1Story,8,6,1942,1975,1055,525,574,0,4,1,0,6,2,333,8912,47,TA,TA,Gd,Normal,9,2009,488477
611,NridgHt,1Fam,1Story,10,7,2005,2010,1347,1002,607,0,3,2,1,6,2,326,13305,67,TA,TA,Gd,Normal,8,2008,755000
1279,Timber,2fmCon,1Story,10,7,1886,1891,1379,1068,787,0,3,3,1,8,2,576,39853,40,Ex,TA,NA,Normal,5,2006,537338
1264,NWAmes,1Fam,1Story,7,6,1926,1931,2200,1156,1398,0,3,1,1,7,2,352,11182,102,TA,Gd,Gd,Normal,9,2006,678758
817,NPkVill,1Fam,2Story,8,5,1887,1907,1137,650,462,454,3,3,0,8,3,540,5331,52,TA,TA,Fa,Normal,2,2009,320600
439,Sawyer,1Fam,1.5Fin,9,7,2003,2010,1297,990,792,0,5,1,0,9,2,505,19799,86,Ex,Gd,Gd,Normal,11,2010,755000
941,Crawfor,1Fam,1.5Fin,6,6,1970,1997,1596,1077,733,0,2,2,0,6,0,0,6361,78,Gd,TA,TA,Normal,4,2007,535635
97,Mitchel,1Fam,2Story,7,6,1999,2010,1073,782,456,429,2,1,1,5,2,377,5229,87,Gd,Ex,TA,Normal,12,2008,454591
561,Sawyer,2fmCon,1Story,7,6,1930,1969,1888,1542,1207,0,3,2,1,7,2,429,15981,69,TA,TA,TA,Normal,11,2008,452816
1183,SWISU,1Fam,2Story,6,8,1958,1978,1753,750,819,701,5,0,0,6,2,421,5782,59,Gd,Gd,Ex,Normal,5,2007,664068
472,BrDale,1Fam,1.5Fin,7,6,1961,1980,1612,984,818,0,3,3,0,7,2,446,16064,119,Gd,TA,TA,Normal,9,2006,387195
1005,Edwards,1Fam,SLvl,8,8,1905,1931,1596,962,862,0,2,2,1,5,1,187,5853,104,TA,TA,Gd,Normal,9,2008,425210
411,CollgCr,1Fam,2Story,5,6,2002,2010,1481,612,890,592,3,2,0,8,3,553,8720,67,Gd,TA,TA,Normal,9,2010,540442
964,Gilbert,1Fam,1Story,6,6,1991,1997,1521,1210,754,0,3,3,1,9,1,234,10169,101,Gd,TA,Ex,Normal,6,2006,755000
583,SawyerW,1Fam,SLvl,7,3,2002,2010,1554,1030,852,0,3,1,0,6,2,553,8348,61,TA,TA,NA,Normal,4,2007,313043
157,Blueste,Duplex,SFoyer,7,6,1961,1961,1692,1489,896,0,3,2,1,7,2,548,7643,25,Fa,Gd,TA,Normal,4,2008,364967
595,MeadowV,TwnhsE,1.5Fin,6,7,1999,2010,2308,1546,1601,0,4,2,1,8,3,674,8626,42,Gd,TA,Ex,Normal,2,2006,745022
618,Crawfor,1Fam,1Story,7,6,1985,1994,1624,650,1100,0,2,3,1,6,2,370,4590,89,TA,Gd,Gd,Normal,9,2006,629212
448,OldTown,1Fam,1Story,6,6,1983,2002,785,291,451,0,3,2,1,6,2,422,9640,60,TA,Gd,Gd,Normal,7,2006,323195
1206,Edwards,1Fam,2Story,4,6,2005,2010,1725,1194,709,690,4,2,0,7,0,0,5437,63,TA,Fa,TA,Normal,8,2009,289612
862,NWAmes,1Fam,1Story,7,7,1960,1988,843,753,501,0,3,2,1,7,2,341,5663,49,TA,TA,Fa,Normal,11,2006,341730
1011,Somerst,1Fam,SFoyer,5,5,1930,1965,1574,977,692,0,4,1,1,8,2,278,7577,73,Gd,Gd,TA,Normal,3,2010,453891
391,BrDale,1Fam,2Story,1,6,1940,1944,826,259,490,330,3,1,0,6,1,159,8297,53,Ex,Gd,TA,Normal,2,2006,133081
1410,Landmrk,1Fam,1.5Fin,6,7,1943,1976,1513,1096,775,0,5,2,0,8,2,618,9344,75,Gd,TA,Gd,Normal,8,2008,454278
848,BrDale,1Fam,1Story,9,6,1951,1977,1177,572,598,0,4,3,1,10,0,0,21111,58,TA,Gd,Gd,Normal,6,2010,387066
1285,CollgCr,1Fam,1Story,8,6,1947,1982,1776,601,1234,0,5,1,1,7,3,613,10135,118,Gd,TA,Gd,Partial,11,2010,755000
616,MeadowV,TwnhsE,1Story,9,5,1998,2007,1563,1076,921,0,3,1,0,7,3,590,10353,20,TA,TA,TA,Partial,8,2008,488147
614,StoneBr,TwnhsE,1Story,8,6,1985,2002,1284,515,598,0,2,1,0,4,0,0,6102,76,Gd,TA,Gd,Normal,8,2006,755000
1304,NAmes,1Fam,1.5Fin,6,5,1952,1965,1050,772,446,0,3,1,0,7,0,0,6496,72,TA,TA,NA,Normal,6,2006,169046
487,NridgHt,1Fam,1.5Fin,7,8,1903,1924,897,323,530,0,1,1,0,4,2,449,21298,70,TA,TA,Gd,Normal,8,2006,568718
562,Somerst,1Fam,2Story,7,8,1995,2010,1240,737,724,496,3,2,1,8,3,670,5212,97,TA,TA,Ex,Normal,12,2010,755000
309,Edwards,1Fam,1Story,8,6,1872,1898,1975,755,1222,0,3,2,1,7,3,780,8146,59,Ex,Gd,TA,Normal,11,2007,534351
462,SWISU,1Fam,1Story,10,6,1911,1916,2013,889,1201,0,4,3,1,8,2,542,16026,62,Ex,TA,Gd,Normal,9,2008,755000
1143,Blueste,1Fam,2Story,8,8,1983,2008,1244,932,605,497,2,2,1,5,1,191,17716,63,Gd,Fa,Gd,Normal,4,2006,611069
731,Veenker,1Fam,2Story,10,6,2009,2010,1331,839,542,532,4,2,0,8,3,601,16823,98,Ex,Gd,TA,Normal,2,2006,755000
1156,OldTown,1Fam,2Story,5,6,1883,1900,1193,696,640,477,2,2,1,7,2,377,11452,86,Fa,TA,Fa,Normal,4,2007,181102
1204,CollgCr,1Fam,1.5Fin,8,5,1996,2010,1447,687,984,0,3,1,0,7,2,410,8067,93,TA,Gd,Ex,Normal,6,2007,654754
701,Mitchel,1Fam,2Story,4,5,1973,1982,1367,1193,895,546,3,2,2,7,1,221,13064,71,TA,Gd,TA,Partial,8,2009,319950
850,NPkVill,1Fam,1Story,8,4,1948,1963,1999,1400,1384,0,3,2,0,6,2,382,27877,58,TA,Fa,TA,Partial,8,2009,510611
1261,ClearCr,TwnhsE,1Story,8,1,1951,1989,1255,952,810,0,3,1,0,7,2,381,7252,63,Gd,Gd,TA,Alloca,6,2006,520057
788,Gilbert,TwnhsE,1Story,5,7,1918,1953,1912,722,820,0,3,1,0,6,2,372,3068,74,TA,Gd,TA,Partial,3,2007,420318
353,Blueste,1Fam,2Story,8,7,1910,1932,1129,424,522,451,1,2,0,6,3,755,12735,82,Gd,TA,TA,Normal,7,2006,490494
711,OldTown,1Fam,2Story,3,6,1926,1931,1313,455,608,525,3,1,0,7,1,235,11640,85,TA,Gd,Ex,Normal,12,2008,251088
125,Somerst,Duplex,2Story,7,6,1892,1919,1585,627,816,634,2,2,0,5,3,544,9859,88,TA,Gd,Gd,Partial,3,2006,552257
179,IDOTRR,Duplex,1Story,10,6,1926,1933,1380,796,893,0,3,1,1,7,2,399,15322,113,Gd,Gd,Gd,Normal,5,2009,568008
288,NAmes,1Fam,2Story,9,6,1904,1908,1601,747,774,640,3,2,1,8,3,623,12558,34,Ex,Gd,Ex,Normal,5,2006,755000
1408,Edwards,1Fam,SLvl,9,7,1901,1935,1949,778,1204,0,3,2,0,7,2,455,4298,81,TA,Gd,Gd,Normal,1,2010,523350
1209,Crawfor,1Fam,1Story,9,5,1924,1944,1487,1313,1022,0,3,1,1,6,1,238,13926,68,TA,Gd,Fa,Normal,1,2010,521340
295,Timber,2fmCon,1Story,7,2,1951,1964,1467,728,980,0,3,2,0,8,2,520,9678,81,TA,Fa,Fa,Normal,2,2010,438412
328,NPkVill,1Fam,1Story,6,9,1887,1898,901,352,557,0,2,2,0,6,3,528,8943,91,TA,Gd,Fa,Abnorml,7,2008,261859
1457,Blueste,1Fam,1Story,9,5,1919,1931,1232,393,635,0,3,2,0,6,2,334,21521,58,Po,TA,Gd,Normal,12,2010,286559
842,Blueste,1Fam,2Story,7,5,1922,1943,1851,1573,781,740,2,3,2,8,4,732,11347,63,TA,Gd,NA,Normal,9,2008,295965
1122,IDOTRR,TwnhsE,1Story,4,6,1981,2007,1341,558,843,0,3,2,0,6,2,425,10391,51,Ex,Gd,TA,Abnorml,5,2008,330123
932,BrkSide,1Fam,1Story,8,7,1890,1928,1632,559,701,0,3,1,1,7,1,213,15322,101,TA,Ex,TA,Normal,3,2008,332929
237,Crawfor,1Fam,SFoyer,8,6,1887,1910,1580,1042,948,0,3,2,0,6,4,797,7368,46,Gd,TA,TA,Normal,8,2007,620020
89,MeadowV,1Fam,2Story,10,6,1958,1992,1758,1151,755,703,5,1,1,8,2,405,6767,34,TA,TA,Fa,Normal,6,2009,461578
887,SWISU,1Fam,1Story,7,6,1976,2002,1259,1049,847,0,3,2,0,6,3,683,7848,66,TA,TA,Gd,Normal,12,2008,508009
553,NAmes,TwnhsE,2Story,10,7,1915,1919,1434,1171,805,573,3,2,0,6,2,357,4897,40,Gd,TA,TA,Normal,2,2006,621978
631,Sawyer,1Fam,1.5Fin,6,6,2010,2010,971,865,661,0,3,2,2,8,2,281,15353,128,TA,TA,Gd,Alloca,11,2006,331224
1353,NWAmes,1Fam,1Story,8,6,1913,1936,2139,1767,1402,0,3,1,1,5,2,387,3003,44,TA,Gd,TA,Normal,9,2006,607464
666,Timber,1Fam,1Story,8,7,1872,1872,1374,1159,635,0,5,1,1,9,3,878,20289,76,TA,Ex,TA,Normal,1,2007,521997
901,Somerst,1Fam,1Story,10,5,1939,1977,987,883,494,0,3,2,0,8,1,294,10213,54,TA,Gd,TA,Normal,3,2010,568572
291,NoRidge,1Fam,1Story,7,6,1935,1945,1484,1114,798,0,3,3,1,7,2,492,6911,89,Gd,Fa,Fa,Abnorml,2,2006,671762
1383,BrDale,Twnhs,2Story,10,5,1944,1947,1231,925,742,492,2,2,0,5,1,253,11810,108,Gd,TA,Gd,Normal,6,2008,521773
571,Mitchel,1Fam,1Story,7,3,1947,1981,907,455,444,0,2,2,1,6,2,493,7582,69,Gd,TA,Ex,Normal,12,2009,473289
349,Blmngtn,1Fam,2Story,8,5,1992,2010,1650,1168,692,660,3,2,1,7,2,359,7349,77,Fa,Gd,TA,Normal,7,2008,486191
545,SWISU,1Fam,1Story,4,6,1948,1960,1745,1025,897,0,2,1,0,4,1,181,17696,30,TA,TA,Gd,Normal,4,2007,342056
1377,NWAmes,Duplex,1Story,8,6,1979,1994,2187,1548,997,0,2,2,0,5,2,505,6967,54,TA,TA,Gd,Normal,10,2006,738837
661,Blmngtn,1Fam,1Story,8,5,1909,1934,1637,859,772,0,5,2,0,8,1,230,14648,90,Gd,Gd,TA,Normal,4,2007,568391
1112,Somerst,TwnhsE,1Story,8,6,1926,1943,1169,544,774,0,3,1,0,7,2,273,7492,60,Gd,Gd,Gd,Normal,9,2006,647535
459,NridgHt,1Fam,1Story,3,7,1911,1923,1025,880,598,0,3,3,1,7,1,264,15845,70,TA,Gd,Gd,Normal,7,2008,406257
1006,Blueste,1Fam,1Story,7,5,1878,1894,1358,608,614,0,3,3,2,9,2,372,6700,120,Gd,TA,Gd,Normal,10,2009,393301
334,Timber,1Fam,1Story,8,7,1983,1988,1239,909,799,0,3,2,1,7,2,415,26073,87,Ex,Fa,TA,Normal,4,2007,755000
722,Veenker,1Fam,1.5Fin,8,6,1944,1955,1936,1667,1024,0,3,1,0,5,2,403,11104,52,Gd,TA,Gd,Normal,2,2009,755000
1290,StoneBr,1Fam,1Story,8,8,1939,1958,2170,1538,1254,0,4,1,0,7,2,323,6021,114,Gd,TA,NA,Normal,2,2010,677001
679,BrDale,1Fam,1Story,8,9,1907,1942,991,373,675,0,3,2,0,8,3,414,11438,38,Gd,Gd,TA,Family,2,2006,358931
1355,SawyerW,1Fam,2Story,8,7,1934,1959,2063,1383,1396,825,2,1,1,5,1,259,21156,97,Gd,TA,Gd,Normal,3,2007,709822
329,Gilbert,1Fam,1.5Fin,9,3,1951,1988,2206,798,1019,0,3,1,1,6,2,375,5431,84,Gd,TA,Gd,Normal,10,2010,755000
319,Veenker,1Fam,2Story,5,5,2002,2010,1695,1396,1137,678,2,2,1,5,2,396,8962,114,Gd,TA,Po,Normal,12,2009,410922
